#pgII [uA] data read from database by pab Ltd "mountain"
#see http://bsdf.pab.eu for pgII gonio-photometer and BSDF details
#mountain-version	"pab mountain V3.2.3"
#database-host	pgdb
#database-name	pabpg
#measured_at	"2018-03-21 12:27:15"
#data_read_from_db	"2018-03-21 13:08:09"
#database_id	1805
#datapoints_in_db	127652
#database_reference_id	0
#integrated_value	0.22	6.3
#sample_label	"layer_020_030"
#sample_name	"Layered:_#20_on_top_of_#30"
#lamp	"xenon"
#beamshape	"det,f=300,a=1"
#filterlamp	"none"
#filterdet	"none"
#comment	"(null)"
#mcomment	"$Id: allmess.c,v 3.21 2017/10/21 18:12:11 apian Exp apian $daq serial[0]="016"(offn)|optfile=python-tizian|userdata=$Header: /usr/local/pab_pg/etc/RCS/userdata.pgII-epfl,v 1.15 2017/12/22 19:45:57 pgadmin Exp pgadmin $|cxtcounter=yes|bl_armB=0|daq_ss=100|speedbend=(0,0)|pawait=30|minspacing=-1|lamp_cycles=18 poweron=8435 [h] last_change=131 [min]"
#dbfilter	""
#column	daq
#dump-host	pgII-epfl
#incident_angle	31.3158	0
#intheta	31.3158
#inphi	0
#front_integral	0.221
#incident_and_front_integral	31.3158	0	0.221
#mountain_minimum_angle	0.0014 [deg]
#datapoints_in_file	126567
#format: theta	phi	[uA]
58.57129	-18.57504	2.124e-02
58.51824	-18.72082	2.132e-02
58.46003	-18.88151	2.138e-02
58.41064	-19.01850	2.139e-02
58.35666	-19.16943	2.142e-02
58.29396	-19.35826	2.145e-02
58.24346	-19.48597	2.149e-02
58.19493	-19.62367	2.152e-02
58.13938	-19.78448	2.151e-02
58.08710	-19.93458	2.151e-02
58.03502	-20.08402	2.161e-02
57.97958	-20.24475	2.166e-02
57.92709	-20.39992	2.171e-02
57.87830	-20.54247	2.172e-02
57.82698	-20.70816	2.174e-02
57.76979	-20.86437	2.181e-02
57.72284	-21.00633	2.187e-02
57.66747	-21.17295	2.192e-02
57.61699	-21.32746	2.193e-02
57.56064	-21.51474	2.197e-02
57.51271	-21.64758	2.209e-02
57.46681	-21.78874	2.218e-02
57.41582	-21.94786	2.223e-02
57.36563	-22.10619	2.226e-02
57.31421	-22.26856	2.232e-02
57.26495	-22.42457	2.237e-02
57.21175	-22.59579	2.242e-02
57.16596	-22.74359	2.242e-02
57.11469	-22.90965	2.239e-02
57.06667	-23.06815	2.242e-02
57.01101	-23.25343	2.248e-02
56.97043	-23.38773	2.248e-02
56.92222	-23.54883	2.251e-02
56.87557	-23.72374	2.254e-02
56.82452	-23.88098	2.261e-02
56.77913	-24.03773	2.267e-02
56.68238	-24.37484	2.278e-02
56.59085	-24.69838	2.298e-02
56.40123	-25.38796	2.307e-02
56.35847	-25.54641	2.314e-02
56.31667	-25.70038	2.318e-02
56.26443	-25.89785	2.318e-02
56.21732	-26.07364	2.319e-02
56.18157	-26.21051	2.319e-02
56.13405	-26.39325	2.321e-02
56.09309	-26.55278	2.327e-02
56.05037	-26.72029	2.329e-02
56.00751	-26.90866	2.333e-02
55.96636	-27.05482	2.338e-02
55.92117	-27.23838	2.340e-02
55.88256	-27.39583	2.343e-02
55.83889	-27.57681	2.349e-02
55.79371	-27.78467	2.357e-02
55.75747	-27.91702	2.360e-02
55.71681	-28.09070	2.365e-02
55.67649	-28.26456	2.375e-02
55.63608	-28.43968	2.380e-02
55.59504	-28.62075	2.385e-02
55.55655	-28.79217	2.388e-02
55.51428	-28.98070	2.391e-02
55.47576	-29.15548	2.393e-02
55.43803	-29.32936	2.397e-02
55.39780	-29.51632	2.396e-02
55.36318	-29.67872	2.392e-02
55.32548	-29.85808	2.388e-02
55.28815	-30.03761	2.394e-02
55.24972	-30.24616	2.396e-02
55.21050	-30.41621	2.397e-02
55.17801	-30.57832	2.399e-02
55.13982	-30.77325	2.402e-02
55.10636	-30.94369	2.405e-02
55.07010	-31.13119	2.410e-02
55.03290	-31.32495	2.413e-02
54.99841	-31.50781	2.411e-02
54.96539	-31.68669	2.417e-02
54.93366	-31.86072	2.428e-02
54.89889	-32.04931	2.435e-02
54.86652	-32.23257	2.437e-02
54.83137	-32.43129	2.439e-02
54.79969	-32.61401	2.443e-02
54.76840	-32.79689	2.447e-02
54.73712	-32.98102	2.451e-02
54.70103	-33.19748	2.449e-02
54.67311	-33.36681	2.446e-02
54.64503	-33.54303	2.447e-02
54.61218	-33.77877	2.454e-02
54.58205	-33.93985	2.455e-02
54.55581	-34.11056	2.454e-02
54.52476	-34.31484	2.456e-02
54.49684	-34.50297	2.459e-02
54.46504	-34.74884	2.462e-02
54.43937	-34.89709	2.464e-02
54.41242	-35.08675	2.465e-02
54.38750	-35.26441	2.467e-02
54.36087	-35.45744	2.471e-02
54.33080	-35.68478	2.477e-02
54.30482	-35.87921	2.478e-02
54.28212	-36.05425	2.481e-02
54.25753	-36.24580	2.486e-02
54.23541	-36.46305	2.489e-02
54.20852	-36.64514	2.492e-02
54.18521	-36.84187	2.493e-02
54.16398	-37.02254	2.495e-02
54.14109	-37.21978	2.493e-02
54.11807	-37.46542	2.492e-02
54.09462	-37.63304	2.498e-02
54.07505	-37.81611	2.498e-02
54.05409	-38.01376	2.500e-02
54.03352	-38.21352	2.500e-02
54.01181	-38.43074	2.501e-02
53.99355	-38.61446	2.501e-02
53.97282	-38.82904	2.506e-02
53.95539	-39.01492	2.510e-02
53.93620	-39.22455	2.511e-02
53.91615	-39.45168	2.513e-02
53.89918	-39.65208	2.518e-02
53.88353	-39.83543	2.523e-02
53.86790	-40.02398	2.526e-02
53.85137	-40.23402	2.527e-02
53.83594	-40.43301	2.528e-02
53.82101	-40.63205	2.532e-02
53.80544	-40.85061	2.536e-02
53.79179	-41.05062	2.537e-02
53.77817	-41.25101	2.528e-02
53.76435	-41.46774	2.525e-02
53.75126	-41.67254	2.532e-02
53.73972	-41.87276	2.534e-02
53.72849	-42.06618	2.535e-02
53.71672	-42.27627	2.534e-02
53.70648	-42.47977	2.537e-02
53.69514	-42.69942	2.540e-02
53.68470	-42.92993	2.544e-02
53.68146	-43.11280	2.541e-02
53.66816	-43.30997	2.535e-02
53.65894	-43.54805	2.539e-02
53.65253	-43.72105	2.549e-02
53.64523	-43.92935	2.552e-02
53.64241	-44.16934	2.554e-02
53.63243	-44.34998	2.555e-02
53.62673	-44.57262	2.559e-02
53.62222	-44.76430	2.560e-02
53.61741	-44.98410	2.558e-02
53.61343	-45.19557	2.555e-02
53.61050	-45.39436	2.553e-02
53.60701	-45.63710	2.556e-02
53.60528	-45.82553	2.561e-02
53.60356	-46.02460	2.559e-02
53.60694	-46.32139	2.555e-02
53.60198	-46.44728	2.554e-02
53.60165	-46.67239	2.553e-02
53.60243	-46.88046	2.554e-02
53.60395	-47.08732	2.556e-02
53.60586	-47.30993	2.558e-02
53.60794	-47.52135	2.559e-02
53.61093	-47.73038	2.563e-02
53.61397	-47.92823	2.568e-02
53.61809	-48.14660	2.569e-02
53.62283	-48.35542	2.571e-02
53.62817	-48.56733	2.572e-02
53.63506	-48.80800	2.575e-02
53.64053	-48.99205	2.574e-02
53.64807	-49.21082	2.575e-02
53.65624	-49.43693	2.574e-02
53.66467	-49.64837	2.568e-02
53.67312	-49.84630	2.564e-02
53.68292	-50.05951	2.567e-02
53.69484	-50.30997	2.567e-02
53.70567	-50.52210	2.567e-02
53.71636	-50.71643	2.567e-02
53.72816	-50.92635	2.565e-02
53.74087	-51.13695	2.563e-02
53.75446	-51.35367	2.567e-02
53.76929	-51.58280	2.566e-02
53.78265	-51.77335	2.562e-02
53.80067	-52.02449	2.562e-02
53.82390	-52.27132	2.569e-02
53.83197	-52.43732	2.572e-02
53.84964	-52.64959	2.573e-02
53.86647	-52.84762	2.573e-02
53.88483	-53.06224	2.573e-02
53.90589	-53.29578	2.573e-02
53.92482	-53.49408	2.574e-02
53.94704	-53.72410	2.569e-02
53.96811	-53.93560	2.559e-02
53.99540	-54.15363	2.555e-02
54.01247	-54.35881	2.558e-02
54.03610	-54.57126	2.554e-02
54.06174	-54.80129	2.548e-02
54.08635	-55.01250	2.544e-02
54.11122	-55.22388	2.546e-02
54.13972	-55.45123	2.548e-02
54.16657	-55.66596	2.550e-02
54.19204	-55.86544	2.546e-02
54.22224	-56.09123	2.542e-02
54.25318	-56.31673	2.545e-02
54.28302	-56.53235	2.551e-02
54.31387	-56.74617	2.551e-02
54.34500	-56.95893	2.550e-02
54.37643	-57.17067	2.549e-02
54.42610	-57.46402	2.552e-02
54.44188	-57.59250	2.552e-02
54.47886	-57.82393	2.550e-02
54.51157	-58.02421	2.539e-02
54.55168	-58.26481	2.531e-02
54.58440	-58.45770	2.531e-02
54.62077	-58.66925	2.534e-02
54.66524	-58.91819	2.529e-02
54.69981	-59.11131	2.525e-02
54.73896	-59.32333	2.520e-02
54.78163	-59.55080	2.517e-02
54.82308	-59.76700	2.514e-02
54.86127	-59.96225	2.512e-02
54.94804	-60.39700	2.513e-02
54.99583	-60.63039	2.514e-02
55.08500	-61.05162	2.507e-02
55.13555	-61.26458	2.506e-02
55.17618	-61.46838	2.505e-02
55.23092	-61.71406	2.504e-02
55.27062	-61.89144	2.501e-02
55.32025	-62.10489	2.500e-02
55.38173	-62.34960	2.498e-02
55.42516	-62.54965	2.489e-02
55.47698	-62.76290	2.482e-02
55.52489	-62.95787	2.482e-02
55.57773	-63.17068	2.480e-02
55.63329	-63.38920	2.476e-02
55.69052	-63.61234	2.473e-02
55.74725	-63.83028	2.468e-02
55.79757	-64.02031	2.464e-02
55.85422	-64.23157	2.462e-02
55.91842	-64.46641	2.456e-02
55.97099	-64.65588	2.448e-02
56.03422	-64.88145	2.445e-02
56.09346	-65.08968	2.450e-02
56.15263	-65.29462	2.449e-02
56.22230	-65.53352	2.445e-02
56.28484	-65.74380	2.442e-02
56.33707	-65.91789	2.440e-02
56.40058	-66.12762	2.439e-02
56.46726	-66.34384	2.438e-02
56.53134	-66.54971	2.430e-02
56.59589	-66.75402	2.420e-02
56.66695	-66.97597	2.416e-02
56.73305	-67.18027	2.418e-02
56.79980	-67.38407	2.412e-02
56.87238	-67.60257	2.406e-02
56.94154	-67.80910	2.400e-02
57.00567	-67.99785	2.393e-02
57.07682	-68.20361	2.387e-02
57.14973	-68.41405	2.381e-02
57.22063	-68.61568	2.372e-02
57.29834	-68.83344	2.365e-02
57.37127	-69.03564	2.363e-02
57.44416	-69.23558	2.362e-02
57.52308	-69.44880	2.356e-02
57.59798	-69.64928	2.352e-02
57.66878	-69.83711	2.348e-02
57.74999	-70.04955	2.348e-02
57.84647	-70.28857	2.344e-02
57.90878	-70.45926	2.338e-02
57.98867	-70.66115	2.332e-02
58.06701	-70.85751	2.326e-02
58.14672	-71.05494	2.323e-02
58.25411	-71.30749	2.318e-02
58.30701	-71.44537	2.312e-02
58.39511	-71.65779	2.307e-02
58.47246	-71.84071	2.299e-02
58.56082	-72.04784	2.293e-02
58.64339	-72.24042	2.282e-02
58.73496	-72.45042	2.277e-02
58.82039	-72.64495	2.272e-02
58.90556	-72.83591	2.267e-02
59.00634	-73.05032	2.262e-02
59.07894	-73.21993	2.257e-02
59.16607	-73.41042	2.255e-02
59.26234	-73.61832	2.248e-02
59.34753	-73.79954	2.240e-02
59.46415	-74.03690	2.234e-02
59.53846	-74.20116	2.229e-02
59.62956	-74.38998	2.224e-02
59.72245	-74.58067	2.217e-02
59.81092	-74.75978	2.205e-02
59.91396	-74.96681	2.198e-02
60.00958	-75.15704	2.198e-02
60.09761	-75.33064	2.192e-02
60.20803	-75.54591	2.184e-02
60.30259	-75.72005	2.177e-02
60.39201	-75.89944	2.168e-02
60.50631	-76.11540	2.165e-02
60.58910	-76.27110	2.161e-02
60.68951	-76.45724	2.154e-02
60.80933	-76.67001	2.143e-02
60.89315	-76.83060	2.136e-02
61.00317	-77.02866	2.135e-02
61.09773	-77.19754	2.128e-02
61.20104	-77.38061	2.120e-02
61.33402	-77.60616	2.109e-02
61.41167	-77.74849	2.102e-02
61.51601	-77.92769	2.097e-02
61.62315	-78.10999	2.089e-02
61.73436	-78.29800	2.079e-02
61.88597	-78.54398	2.065e-02
61.95708	-78.66825	2.061e-02
62.05614	-78.83049	2.061e-02
62.16628	-79.00926	2.052e-02
62.28770	-79.19809	2.043e-02
62.38996	-79.36814	2.034e-02
62.51920	-79.57177	2.028e-02
62.62042	-79.73024	2.019e-02
62.72638	-79.89451	2.013e-02
62.86133	-80.09541	2.005e-02
62.95701	-80.24726	1.997e-02
63.06981	-80.41759	1.992e-02
63.18710	-80.59267	1.988e-02
63.30387	-80.76600	1.979e-02
63.42420	-80.94265	1.974e-02
63.54133	-81.11253	1.967e-02
63.65890	-81.28201	1.958e-02
63.78535	-81.46291	1.947e-02
63.90407	-81.63092	1.937e-02
64.02185	-81.79608	1.921e-02
64.16279	-81.99128	1.913e-02
64.26402	-82.13120	1.901e-02
64.38702	-82.29867	1.892e-02
64.51511	-82.47173	1.882e-02
64.63755	-82.63624	1.874e-02
64.75909	-82.79764	1.864e-02
64.89392	-82.97545	1.857e-02
65.01855	-83.13824	1.848e-02
65.15361	-83.31287	1.843e-02
65.26794	-83.45935	1.836e-02
65.39362	-83.61922	1.826e-02
65.53134	-83.79308	1.816e-02
65.65925	-83.95244	1.812e-02
65.78761	-84.11137	1.803e-02
65.91590	-84.26911	1.793e-02
66.05652	-84.43999	1.780e-02
66.18694	-84.59746	1.771e-02
66.31685	-84.75271	1.759e-02
66.46828	-84.93222	1.747e-02
66.60197	-85.08911	1.736e-02
66.71382	-85.21960	1.722e-02
66.85658	-85.38482	1.710e-02
67.00941	-85.55523	1.705e-02
67.12410	-85.68977	1.693e-02
67.25854	-85.84145	1.687e-02
67.40626	-86.00635	1.675e-02
67.54341	-86.15816	1.664e-02
67.71174	-86.33886	1.655e-02
67.81693	-86.45727	1.645e-02
67.96680	-86.61898	1.631e-02
68.10536	-86.76712	1.618e-02
68.23875	-86.90858	1.610e-02
68.38390	-87.06155	1.602e-02
68.52390	-87.20756	1.594e-02
68.67749	-87.36645	1.584e-02
68.81155	-87.50399	1.575e-02
68.96822	-87.66013	1.568e-02
69.12537	-87.82199	1.555e-02
69.27122	-87.96808	1.547e-02
69.39197	-88.08802	1.530e-02
69.53870	-88.23251	1.517e-02
69.69057	-88.38084	1.507e-02
69.84647	-88.53188	1.494e-02
69.98107	-88.66135	1.483e-02
70.14028	-88.81300	1.471e-02
70.28757	-88.95228	1.459e-02
70.46799	-89.12126	1.449e-02
70.59302	-89.23734	1.434e-02
70.74345	-89.37612	1.428e-02
70.88174	-89.50263	1.416e-02
71.03965	-89.64584	1.404e-02
71.24995	-89.83226	1.395e-02
71.35146	-89.92537	1.386e-02
71.49136	-90.04922	1.375e-02
71.64442	-90.18391	1.365e-02
71.81248	-90.32729	1.351e-02
71.96709	-90.46383	1.336e-02
72.10859	-90.58503	1.326e-02
72.26459	-90.71783	1.309e-02
72.42102	-90.84971	1.282e-02
72.60384	-91.00258	1.234e-02
72.73637	-91.11246	1.116e-02
72.89098	-91.23983	8.961e-03
73.05967	-91.37757	5.656e-03
73.20822	-91.49789	2.666e-03
73.37094	-91.62872	1.049e-03
73.54034	-91.76358	3.374e-04
73.68629	-91.87903	1.739e-04
73.85593	-92.01202	1.130e-04
74.03932	-92.15453	8.385e-05
74.19592	-92.27506	6.177e-05
74.35738	-92.39862	5.498e-05
74.50389	-92.50967	5.428e-05
74.65520	-92.62345	5.077e-05
74.83142	-92.75298	4.847e-05
74.98450	-92.86826	5.291e-05
75.16009	-92.99725	4.749e-05
75.31028	-93.10663	4.634e-05
75.48281	-93.23145	4.583e-05
75.64536	-93.34791	4.014e-05
75.80825	-93.46368	3.419e-05
75.97348	-93.58019	4.278e-05
76.14953	-93.70333	4.206e-05
76.31422	-93.81756	3.530e-05
76.47729	-93.92974	4.055e-05
76.64207	-94.04228	3.668e-05
76.82229	-94.16421	3.331e-05
76.97853	-94.26912	3.615e-05
77.16150	-94.38937	3.565e-05
77.34628	-94.51290	2.534e-05
77.48891	-94.60624	2.968e-05
77.65839	-94.71627	2.757e-05
77.82896	-94.82626	3.177e-05
78.00713	-94.94000	4.168e-05
78.17500	-95.04636	3.420e-05
78.36002	-95.16267	3.507e-05
78.51781	-95.26097	3.295e-05
78.69138	-95.36824	3.427e-05
78.87006	-95.47782	2.526e-05
79.05381	-95.58952	3.526e-05
79.21425	-95.68626	3.772e-05
79.38847	-95.79040	3.087e-05
79.56371	-95.89431	3.536e-05
79.74341	-95.99999	3.247e-05
79.91655	-96.10091	3.564e-05
80.09278	-96.20284	3.326e-05
80.27961	-96.30994	3.103e-05
80.45379	-96.40900	2.778e-05
80.64059	-96.51426	3.224e-05
80.80301	-96.60509	3.378e-05
80.98212	-96.70435	3.314e-05
81.16098	-96.80274	3.771e-05
81.34700	-96.90413	3.058e-05
81.52432	-96.99995	3.849e-05
81.71655	-97.10295	3.174e-05
81.88270	-97.19123	3.338e-05
82.07282	-97.29143	2.473e-05
82.24997	-97.38396	3.176e-05
82.44348	-97.48418	3.064e-05
82.61066	-97.56999	1.752e-05
82.79291	-97.66283	3.486e-05
82.97610	-97.75533	2.831e-05
83.23720	-97.88537	2.900e-05
83.35809	-97.94566	2.991e-05
83.52872	-98.02958	3.292e-05
83.72369	-98.12466	3.628e-05
83.91348	-98.21607	2.541e-05
84.08749	-98.29976	2.981e-05
84.30183	-98.40155	3.150e-05
84.46885	-98.48016	2.365e-05
84.65173	-98.56551	2.642e-05
84.84772	-98.65618	2.987e-05
85.03546	-98.74226	2.688e-05
85.22056	-98.82638	2.597e-05
85.39377	-98.90443	2.280e-05
85.59077	-98.99244	1.932e-05
85.77600	-99.07445	2.007e-05
85.97662	-99.16246	2.575e-05
86.15005	-99.23788	2.148e-05
86.34029	-99.31989	2.697e-05
86.53802	-99.40436	2.600e-05
86.75411	-99.49577	2.262e-05
86.94440	-99.57549	2.430e-05
87.11696	-99.64714	2.071e-05
87.29475	-99.72036	2.097e-05
87.50097	-99.80475	2.353e-05
87.69389	-99.88248	1.626e-05
87.86942	-99.95280	2.265e-05
88.06206	-100.02927	2.016e-05
88.25417	-100.10483	2.458e-05
88.45306	-100.18233	2.047e-05
88.64354	-100.25582	2.046e-05
88.85025	-100.33484	2.188e-05
89.02866	-100.40238	2.022e-05
89.23076	-100.47819	2.255e-05
89.42062	-100.54871	1.894e-05
89.61148	-100.61893	2.371e-05
89.82021	-100.69499	2.175e-05
89.96492	90.11819	1.033e-04
89.90321	90.32883	1.150e-04
89.85924	90.48112	1.143e-04
89.80695	90.66461	1.074e-04
89.75063	90.86485	1.100e-04
89.69923	91.05158	1.200e-04
89.64992	91.23293	1.215e-04
89.60168	91.41309	1.237e-04
89.55393	91.59414	1.356e-04
89.49573	91.81769	1.404e-04
89.45931	91.96166	1.427e-04
89.40643	92.17252	1.481e-04
89.36605	92.33624	1.499e-04
89.32372	92.51055	1.577e-04
89.26428	92.75826	1.537e-04
89.23575	92.88204	1.576e-04
89.19000	93.08067	1.604e-04
89.14887	93.26269	1.615e-04
89.10569	93.45454	1.630e-04
89.06850	93.62793	1.576e-04
89.02944	93.81045	1.723e-04
88.98764	94.01003	1.743e-04
88.95190	94.18374	1.697e-04
88.90735	94.40182	1.756e-04
88.87344	94.57744	1.726e-04
88.83768	94.76293	1.770e-04
88.80023	94.96128	1.751e-04
88.76969	95.12659	1.789e-04
88.72885	95.35286	1.724e-04
88.70313	95.49863	1.804e-04
88.66855	95.69906	1.834e-04
88.63735	95.88405	1.838e-04
88.60721	96.06705	1.796e-04
88.57581	96.26299	1.819e-04
88.54877	96.43561	1.861e-04
88.52019	96.62331	1.933e-04
88.49047	96.82322	1.960e-04
88.46283	97.01549	1.964e-04
88.43886	97.18649	1.952e-04
88.40915	97.40395	1.991e-04
88.38691	97.57307	2.070e-04
88.36316	97.75799	2.274e-04
88.33563	97.96994	2.635e-04
88.31721	98.13392	3.216e-04
88.29580	98.31776	3.764e-04
88.27306	98.52035	4.506e-04
88.25272	98.70801	5.288e-04
88.23376	98.89079	6.117e-04
88.21375	99.09088	6.854e-04
88.19561	99.27960	7.548e-04
88.17856	99.46411	8.303e-04
88.16106	99.66311	9.020e-04
88.14503	99.85285	9.826e-04
88.13068	100.03338	1.036e-03
88.11732	100.20676	1.116e-03
88.10287	100.40617	1.173e-03
88.08674	100.61835	1.252e-03
88.07677	100.79805	1.324e-03
88.06649	100.96892	1.360e-03
88.05544	101.16000	1.437e-03
88.04284	101.40028	1.496e-03
88.03523	101.55693	1.548e-03
88.02682	101.74251	1.605e-03
88.01970	101.91734	1.639e-03
88.01143	102.13485	1.685e-03
88.00600	102.29752	1.720e-03
87.99976	102.50507	1.754e-03
87.99478	102.69605	1.773e-03
87.99065	102.88422	1.802e-03
87.98744	103.06158	1.821e-03
87.98462	103.25275	1.834e-03
87.98249	103.44760	1.850e-03
87.98118	103.63526	1.865e-03
87.98046	103.85703	1.873e-03
87.98075	104.01871	1.883e-03
87.98158	104.21667	1.898e-03
87.98318	104.40453	1.900e-03
87.98546	104.59386	1.903e-03
87.98844	104.78615	1.911e-03
87.99248	104.98719	1.919e-03
87.99696	105.17521	1.921e-03
88.00208	105.36397	1.932e-03
88.00913	105.58546	1.929e-03
88.01494	105.74671	1.944e-03
88.02255	105.94717	1.946e-03
88.03336	106.19708	1.954e-03
88.04041	106.34241	1.969e-03
88.04898	106.51678	1.972e-03
88.06078	106.73408	1.967e-03
88.06898	106.91840	1.980e-03
88.08262	107.09821	1.976e-03
88.09730	107.31992	1.982e-03
88.10834	107.48056	1.979e-03
88.12234	107.67319	1.985e-03
88.13757	107.87166	1.976e-03
88.15289	108.06140	1.978e-03
88.16879	108.25041	1.977e-03
88.18705	108.45689	1.970e-03
88.20436	108.64661	1.961e-03
88.22554	108.89642	1.960e-03
88.24351	109.04715	1.954e-03
88.26299	109.23685	1.953e-03
88.28085	109.43211	1.947e-03
88.30519	109.62496	1.938e-03
88.33502	109.88367	1.924e-03
88.34772	109.99121	1.916e-03
88.37508	110.21429	1.904e-03
88.39545	110.37773	1.887e-03
88.42127	110.57749	1.867e-03
88.44835	110.78086	1.851e-03
88.47469	110.97402	1.807e-03
88.49957	111.15047	1.751e-03
88.52727	111.34357	1.694e-03
88.55663	111.54174	1.633e-03
88.58768	111.74567	1.552e-03
88.61803	111.93941	1.489e-03
88.64789	112.12729	1.425e-03
88.67723	112.30788	1.344e-03
88.71719	112.56583	1.276e-03
88.74506	112.70955	1.186e-03
88.77579	112.88567	1.121e-03
88.81209	113.08856	1.024e-03
88.84628	113.27690	9.549e-04
88.88676	113.49488	8.664e-04
88.92402	113.69108	7.916e-04
88.95759	113.86335	6.989e-04
88.99503	114.05293	6.110e-04
89.03241	114.24026	5.188e-04
89.06997	114.42393	4.070e-04
89.11294	114.62924	3.285e-04
89.15006	114.80412	2.554e-04
89.19293	115.00422	1.921e-04
89.24010	115.23520	1.763e-04
89.27689	115.38400	1.732e-04
89.32030	115.57451	1.682e-04
89.36659	115.77647	1.708e-04
89.41084	115.96467	1.712e-04
89.45489	116.14991	1.576e-04
89.49987	116.33651	1.620e-04
89.54638	116.52664	1.586e-04
89.59367	116.73318	1.569e-04
89.64530	116.92177	1.538e-04
89.69142	117.10158	1.504e-04
89.73937	117.28707	1.573e-04
89.79296	117.48972	1.450e-04
89.90954	117.92271	1.432e-04
89.94656	118.05761	1.492e-04
89.99445	118.23048	1.456e-04
89.91591	-79.87790	1.480e-05
89.71439	-79.85098	1.539e-05
89.51997	-79.82558	9.337e-06
89.30814	-79.79859	2.066e-05
89.10648	-79.77351	1.079e-05
88.90002	-79.74849	1.693e-05
88.68106	-79.72264	1.928e-05
88.47833	-79.69938	1.986e-05
88.26076	-79.67509	1.022e-05
88.07193	-79.65459	1.510e-05
87.86425	-79.63269	1.991e-05
87.64714	-79.61049	2.050e-05
87.44249	-79.59019	1.746e-05
87.22441	-79.56928	1.263e-05
87.03679	-79.55186	1.856e-05
86.82790	-79.53310	1.549e-05
86.61127	-79.51430	1.772e-05
86.34441	-79.49146	1.918e-05
86.18619	-79.47952	1.682e-05
85.99825	-79.46498	1.985e-05
85.77814	-79.44863	2.365e-05
85.57589	-79.43430	2.218e-05
85.34069	-79.41837	1.511e-05
85.16740	-79.40716	1.907e-05
84.96117	-79.39437	1.747e-05
84.74230	-79.38151	2.384e-05
84.53835	-79.37013	2.489e-05
84.33495	-79.35950	2.020e-05
84.11282	-79.34850	2.030e-05
83.90790	-79.33900	1.688e-05
83.71457	-79.33070	1.802e-05
83.50159	-79.32219	2.016e-05
83.28238	-79.31406	2.757e-05
83.09132	-79.30762	2.188e-05
82.87202	-79.30083	2.194e-05
82.66207	-79.29501	1.866e-05
82.46532	-79.29027	2.138e-05
82.24435	-79.28546	2.388e-05
82.03979	-79.28172	2.459e-05
81.84698	-79.27878	1.882e-05
81.63127	-79.27617	2.651e-05
81.42818	-79.27433	2.095e-05
81.18883	-79.27296	2.531e-05
81.00235	-79.27235	1.676e-05
80.79834	-79.27246	2.865e-05
80.56593	-79.27335	3.449e-05
80.37307	-79.27455	4.367e-05
80.18713	-79.27638	5.171e-05
79.96574	-79.27920	6.582e-05
79.76092	-79.28244	6.377e-05
79.49456	-79.28614	6.308e-05
79.33692	-79.29126	6.457e-05
79.13277	-79.29649	6.252e-05
78.94053	-79.30190	6.198e-05
78.73327	-79.30840	6.020e-05
78.48903	-79.31683	5.577e-05
78.29916	-79.32399	5.066e-05
78.09344	-79.33248	5.629e-05
77.89020	-79.34135	5.093e-05
77.67741	-79.34966	5.275e-05
77.48277	-79.36121	4.866e-05
77.27717	-79.37212	4.750e-05
77.05497	-79.38469	4.429e-05
76.86118	-79.39624	4.201e-05
76.60202	-79.41067	4.318e-05
76.42721	-79.42411	3.658e-05
76.23569	-79.43750	3.649e-05
76.01665	-79.45347	3.791e-05
75.82136	-79.46822	4.236e-05
75.54415	-79.48817	2.919e-05
75.38513	-79.50331	3.646e-05
75.19620	-79.51942	3.750e-05
74.97652	-79.53892	3.532e-05
74.77261	-79.55772	3.953e-05
74.53653	-79.58016	3.843e-05
74.32874	-79.60077	4.246e-05
74.15491	-79.61839	5.072e-05
73.94728	-79.64008	5.676e-05
73.70567	-79.66409	9.716e-05
73.52805	-79.68614	3.205e-04
73.30550	-79.71175	1.789e-03
73.11443	-79.73441	5.434e-03
72.90622	-79.75954	8.956e-03
72.69166	-79.78639	1.094e-02
72.47165	-79.81467	1.138e-02
72.26274	-79.84216	1.173e-02
72.07267	-79.86787	1.197e-02
71.86469	-79.89652	1.216e-02
71.63867	-79.92850	1.236e-02
71.44718	-79.95637	1.250e-02
71.22437	-79.98953	1.268e-02
71.01896	-80.02069	1.287e-02
70.80647	-80.05093	1.306e-02
70.61124	-80.08495	1.326e-02
70.40598	-80.11823	1.342e-02
70.18429	-80.15506	1.360e-02
69.99004	-80.18804	1.378e-02
69.74879	-80.22706	1.395e-02
69.55634	-80.26405	1.413e-02
69.36776	-80.29817	1.431e-02
69.15813	-80.33677	1.451e-02
68.95010	-80.37589	1.471e-02
68.73670	-80.41678	1.490e-02
68.53119	-80.45692	1.508e-02
68.31023	-80.50068	1.521e-02
68.11885	-80.53970	1.540e-02
67.90186	-80.58453	1.560e-02
67.69972	-80.62717	1.583e-02
67.47900	-80.67447	1.596e-02
67.28955	-80.71579	1.616e-02
67.08295	-80.76182	1.637e-02
66.86874	-80.81012	1.652e-02
66.66468	-80.85716	1.669e-02
66.42804	-80.91259	1.688e-02
66.24279	-80.95694	1.708e-02
66.03982	-81.00605	1.726e-02
65.83777	-81.05563	1.749e-02
65.62017	-81.11017	1.770e-02
65.41515	-81.16234	1.789e-02
65.22575	-81.21127	1.809e-02
64.99378	-81.27214	1.828e-02
64.80917	-81.32156	1.848e-02
